AuxListen_socket_handle AuxListenSocketHandle
add_hashes_result AddHashesResult
set_block_hash_result SetBlockHashResult
node_index NodeIndex
hasher256 Hasher256
hasher Hasher
sha1_ctx Sha1Ctx
crypt_hash CryptHash
cng_hash CngHash
cng_sha1_algorithm CngSha1Algorithm
test_torrent_t TestTorrent
test_failing_torrent_t TestFailingTorrent
file_t File
plugin_creator PluginCreator
unit_test_t UnitTest
unit_test_fun_t UnitTestFun
unit_test_fun_t UnitTestFun
bandwidth_socket BandwidthSocket
peer_connection PeerConnection
connections_t Connections
chained_buffer ChainedBuffer
holder Holder
secret_key SecretKey
sequence_number SequenceNumber
mock_socket MockSocket
msg_args MsgArgs
signature Signature
announce_item AnnounceItem
transport Transport
module_t Module
message_direction_t MessageDirection
add_hashes_result AddHashesResult
node_index NodeIndex
hash_request HashRequest
piece_hash_request PieceHashRequest
priority_block_request PriorityBlockRequest
piece_block_request PieceBlockRequest
merkle_tree MerkleTree
cng_sha256_algorithm CngSha256Algorithm
http_connection HttpConnection
http_connect_handler HttpConnectHandler
http_filter_handler HttpFilterHandler
hostname_filter_handler HostnameFilterHandler
http_handler HttpHandler
resolver_flags ResolverFlags
proxy_base ProxyBase
http_stream HttpStream
i2p_error_code I2pErrorCode
i2p_stream I2pStream
command_t Command
i2p_connection I2pConnection
name_lookup_handler NameLookupHandler
i2p_error_category I2pErrorCategory
map_entry MapEntry
generic_map_entry GenericMapEntry
index_iter IndexIter
index_iter IndexIter
index_range IndexRange
protocol_version ProtocolVersion
info_hash_t InfoHash
ip_range IpRange
filter_impl FilterImpl
ip_filter IpFilter
ip_range IpRange
filter_tuple_t FilterTuple
access_flags AccessFlags
port_filter PortFilter
access_flags AccessFlags
ip_change_notifier_impl IpChangeNotifierImpl
ip_change_notifier_impl IpChangeNotifierImpl
_4096 4096
dispatch_queue_t DispatchQueue
ip_change_notifier_impl IpChangeNotifierImpl
ip_change_notifier_impl IpChangeNotifierImpl
ip_change_notifier_impl IpChangeNotifierImpl
ip_change_notifier_impl IpChangeNotifierImpl
ip_voter IpVoter
external_ip_t ExternalIp
dht_announce_flag_tag DhtAnnounceFlagTag
announce_flags_t AnnounceFlags
dht_logger DhtLogger
message_direction_t MessageDirection
module_t Module
dht_observer DhtObserver
dht_settings DhtSettings
dht_state DhtState
node_ids_t NodeIds
node_ids_t NodeIds
dht_storage_constructor_type DhtStorageConstructorType
peer_entry PeerEntry
dht_storage_counters DhtStorageCounters
dht_storage_interface DhtStorageInterface
torrent_entry TorrentEntry
dht_immutable_item DhtImmutableItem
dht_mutable_item DhtMutableItem
immutable_item_comparator ImmutableItemComparator
infohashes_sample InfohashesSample
dht_default_storage DhtDefaultStorage
dht_tracker DhtTracker
dht_tracker DhtTracker
send_fun_t SendFun
tracker_node TrackerNode
tracker_nodes_t TrackerNodes
udp::resolver UdpResolver
dos_blocker DosBlocker
traversal_algorithm TraversalAlgorithm
direct_traversal DirectTraversal
message_callback MessageCallback
observer Observer
direct_observer DirectObserver
message_callback MessageCallback
dos_blocker DosBlocker
node_ban_entry NodeBanEntry
find_data FindData
nodes_callback NodesCallback
observer_ptr ObserverPtr
traversal_observer TraversalObserver
find_data_observer FindDataObserver
get_item GetItem
data_callback DataCallback
get_item_observer GetItemObserver
data_callback DataCallback
get_peers GetPeers
obfuscated_get_peers ObfuscatedGetPeers
public_key PublicKey
secret_key SecretKey
node_endpoint NodeEndpoint
get_peers_observer GetPeersObserver
obfuscated_get_peers_observer ObfuscatedGetPeersObserver
native_path_string NativePathString
file_handle FileHandle
file_mapping_handle FileMappingHandle
peer_class_tag PeerClassTag
peer_class_t PeerClass
peer_class_set PeerClassSet
peer_class_pool PeerClassPool
_15 15
peer_class PeerClass
peer_class_info PeerClassInfo
peer_class_info PeerClassInfo
peer_class PeerClass
peer_class_pool PeerClassPool
file_status FileStatus
free_function FreeFunction
free_function FreeFunction
item Item
key_desc_t KeyDesc
msg Msg
key_desc_t KeyDesc
announce_observer AnnounceObserver
socket_manager SocketManager
get_foreign_node_t GetForeignNode
dht_status DhtStatus
node Node
protocol_descriptor ProtocolDescriptor
routing_table RoutingTable
rpc_manager RpcManager
put_data PutData
ping_observer PingObserver
node_entry NodeEntry
node_id NodeId
observer_flags_tag ObserverFlagsTag
observer_flags_t ObserverFlags
observer Observer
observer_ptr ObserverPtr
put_data PutData
put_callback PutCallback
put_data_observer PutDataObserver
bootstrap Bootstrap
done_callback DoneCallback
bucket_t Bucket
routing_table_node RoutingTableNode
ipv4_hash Ipv4Hash
argument_type ArgumentType
ipv6_hash Ipv6Hash
ip_set IpSet
unordered_multiset UnorderedMultiset
find_nodes_flags_tag FindNodesFlagsTag
find_nodes_flags_t FindNodesFlags
routing_table RoutingTable
table_t Table
add_node_status_t AddNodeStatus
add_node_status_t AddNodeStatus
router_iterator RouterIterator
null_observer NullObserver
rpc_manager RpcManager
aligned_union AlignedUnion
sample_infohashes_observer SampleInfohashesObserver
observer_storage ObserverStorage
sample_infohashes SampleInfohashes
sample_infohashes_observer SampleInfohashesObserver
traversal_flags_t TraversalFlags
traversal_flags_tag TraversalFlagsTag
traversal_flags_t TraversalFlags
traversal_algorithm TraversalAlgorithm
traversal_observer TraversalObserver
lsd Lsd
lsd_callback LsdCallback
unit_directory_guard UnitDirectoryGuard
torrent_args TorrentArgs
torrent_args TorrentArgs
jobqueue_t JobQueue
job_queue JobQueue
disk_io_thread_pool DiskIoThreadPool
mmap_disk_io MmapDiskIo
job_queue JobQueue
executor_work_guard ExecutorWorkGuard
disk_io_fun_t DiskIoFun
mmap_storage MmapStorage
stat_cache StatCache
part_file PartFile
mmap_storage MmapStorage
pcp_errors PcpErrors
natpmp NatPnp
natpmp NatPnp
natpmp NatPmp
protocol_version ProtocolVersion
pcp_opcode PcpOpcode
mapping_t Mapping
_12 12
pcp_error_category PcpErrorCategory
basic_nl_endpoint BasicNlEndpoint
protocol_type ProtocolType
sockaddr_nl SockaddrNl
netlink NetLink
endpoint Endpoint
socket Socket
operation_t Operation
slot_index_tag_t SlotIndexTag
part_file PartFile
slot_index_t SlotIndex
slot_index_t SlotIndex
_96 96
_768 768
key_t Key
dh_key_exchange DhKeyExchange
encryption_handler EncryptionHandler
barrier Barrier
rc4_handler Rc4Handler
peer_entry PeerEntry
ipv4_peer_entry Ipv4PeerEntry
ipv6_peer_entry Ipv6PeerEntry
peer_class_type_filter PeerClassTypeFilter
socket_type_t SocketType
num_socket_types NumSocketTypes
min_value_t MinValue
relative_time RelativeTime
pending_block PendingBlock
peer_connection_args PeerConnectionArgs
test_plugin TestPlugin
post_plugin PostPlugin
test_algo TestAlgo
dht_test_setup DhtTestSetup
obs Obs
dht_socket_manager DhtSocketManager
test_plugin TestPlugin
log_t Log
mock_peer_connection MockPeerConnection
test_vector_t TestVector
suite_flags_t SuiteFlags
transport Transport
listen_endpoint_t ListenEndpoint
listen_socket_flags_t ListenSocketFlags
eps_t Eps
listen_interface_t ListenInterface
eps Eps
natpmp_callback NatPmpCallback
packet_pool PacketPool
mock_peer_connection MockPeerConnection
mock_torrent MockTorrent
mock_torrent MockTorrent
picker_options_t PickerOptions
test_proxy_tag TestProxyTag
session_proxy SessionProxy
flags_t Flags
test_case TestCase
test_torrent_t TestTorrent
test_mode_tag TestModeTag
test_mode_t TestMode
test_mode_t TestMode
test_node TestNode
tailqueue_node TailqueueNode
file_view_pool FileViewPool
test_fileop TestFileop
test_read_fileop TestReadFileop
test_error_fileop TestErrorFileop
write_handler WriteHandler
read_handler ReadHandler
test_config_t TestConfig
attack_t Attack
attack_flags_t AttackFlags
custom_plugin CustomPlugin
session_params SessionParams
peer_connection_hot_members PeerConnectionHotMembers
connection_type ConnectionType
request_flags_tag RequestFlagsTag
request_flags_t RequestFlags
peer_connection PeerConnection
bandwidth_state_flags_t BandwidthStateFlags
_20 20
_20 20
read_handler ReadHandler
write_handler WriteHandler
read_handler_max_size ReadHandlerMaxSize
write_handler_max_size WriteHandlerMaxSize
cork Cork
check_postcondition CheckPostcondition
peer_count_t PeerCount
peer_connection_handle PeerConnectionHandle
bt_peer_connection_handle BtPeerConnectionHandle
disconnect_severity_tag DisconnectSeverityTag
peer_connection_interface PeerConnectionInterface
disconnect_severity_t DisconnectSeverity
disconnect_severity_t DisconnectSeverity
peer_id PeerId
peer_flags_tag PeerFlagsTag
peer_flags_t PeerFlags
peer_source_flags_tag PeerSourceFlagsTag
bandwidth_state_flags_tag BandwidthStateFlagsTag
bandwidth_state_flags_t BandwidthStateFlags
connection_type_tag ConnectionTypeTag
connection_type_t ConnectionType
peer_info PeerInfo
torrent_state TorrentState
erase_peer_flags_tag ErasePeerFlagsTag
erase_peer_flags_t ErasePeerFlags
peer_list PeerList
peers_t Peers
match_peer_endpoint MatchPeerEndpoint
peer_list PeerList
peer_request PeerRequest
peer_server PeerServer
tcp::acceptor TcpAcceptor
counters Counters
stats_counter_t StatsCounter
stats_gauge_t StatsGauge
pex_flags_tag PexFlagsTag
pex_flags_t PexFlags
piece_block PieceBlock
piece_block_progress PieceBlockProgress
prio_index_tag_t PrioIndexTag
picker_options_tag PickerOptionsTag
dl_queue_tag DlQueueTag
piece_extent_tag PieceExtentTAg
piece_extent_tag PieceExtentTag
prio_index_t PrioIndex
picker_options_t PickerOptions
download_queue_t DownloadQueue
piece_extent_t PieceExtent
piece_count PieceCount
piece_picker PiecePicker
prio_index_t PrioIndex
picker_options_t PickerOptions
download_queue_t DownloadQueue
downloading_piece DownloadingPiece
piece_stats_t PieceStats
piece_pos PiecePos
portmap_transport PortmapTransport
portmap_protocol PortmapProtocol
port_mapping_tag PortMappingTag
port_mapping_t PortMapping
posix_disk_io PosixDiskIo
disk_buffer_pool DiskBufferPool
open_mode OpenMode
file_pointer FilePointer
posix_storage PosixStorage
session_flags_t SessionFlags
session_impl SessionImpl
session_proxy SessionProxy
save_state_flags_t SaveStateFlags
disk_io_constructor_type DiskIoConstructorType
ext_function_t ExtFunction
reopen_network_flags_t ReopenNetworkFlags
remap_port_mask_t RemapPortMask
block_info BlockInfo
has_index HasIndex
downloading_piece DownloadingPiece
piece_pos PiecePos
proxy_base ProxyBase
next_layer_type NextLayerType
lowest_layer_type LowestLayerType
endpoint_type EndpointType
protocol_type ProtocolType
executor_type ExecutorType
noexcept_move_only NoexceptMoveOnly
wrap_allocator_t WrapAllocator
allocator_type AllocatorType
executor_type ExecutorType
state State
huffman Huffman
state State
jmp_buf setjmp::jmp_buf
resolve_links ResolveLinks
link_t Link
session_handle SessionHandle
gcrypt_setup GcryptSetup
session_udp_socket SessionUdpSocket
true_tcp_socket TrueTcpSocket
opt_unchoke_candidate OptUnchokeCandidate
last_optimistic_unchoke_cmp LastOptimisticUnchokeCmp
session_impl SessionImpl
session_settings_single_thread SessionSettingsSingleThread
session_params SessionParams
stats_metric StatsMetric
metric_type_t MetricType
stats_metric StatsMetric
stats_metric_impl StatsMetricImpl
save_state_flags_tag SaveStateFlagsTag
session_flags_tag SessionFlagsTag
remove_flags_tag RemoveFlagsTag
reopen_network_flags_tag ReopenNetworkFlagsTag
reopen_network_flags_t ReopenNetworkFlags
remove_flags_t RemoveFlags
save_state_flags_t SaveStateFlags
session_flags_t SessionFlags
smart_ban_plugin SmartBanPlugin
smart_ban_plugin SmartBanPlugin
block_entry BlockEntry
block_entry BlockEntry
fake_peer FakePeer
simulation Simulation
_300 300
udp_server UdpServer
fake_node FakeNode
dht_network DhtNetwork
flags_t Flags
dht_node DhtNode
dht_socket_manager DhtSocketManager
dht_node_id DhtNodeId
dht_node DhtNode
_1300 1300
swarm_test_type_tag SwarmTestTypeTag
swarm_test_t SwarmTest
default_config DefaultConfig
dsl_config DslConfig
route Route
sim_config SimConfig
obs Obs
dht_msg DhtMsg
idle_peer IdlePeer
sim_config SimConfig
expect_counters ExpectCounters
choke_state ChokeState
peer_errors PeerErrors
peer_disconnects PeerDisconnects
invalid_requests InvalidRequests
test_plugin TestPlugin
nat_config NatConfig
nat Nat
test_threads TestThreads
disconnects_t Disconnects
configuration Configuration
slow_upload SlowUpload
sim_config SimConfig
tracker_ent TrackerEnt
test_transfer_flags_t TestTransferFlags
pppoe_config PppoeConfig
sim_config SimConfig
http_server HttpServer
file_storage FileStorage
test_transfer_flags_tag TestTransferFlagsTag
test_transfer_flags_t TestTransferFlags
sliding_average SlidingAverage
socket_type_t SocketType
settings_interface SettingsInterface
settings_pack SettingsPack
type_bases TypeBases
string_types StringTypes
bool_types BoolTypes
int_types IntTypes
suggest_mode_t SuggestMode
choking_algorithm_t ChokingAlgorithm
seed_choking_algorithm_t SeedChokingAlgorithm
io_buffer_mode_t IoBufferMode
bandwidth_mixed_algo_t BandwidthMixedAlgo
enc_policy EncPolicy
enc_level EncLevel
proxy_type_t ProxyType
str_setting_entry_t StrSettingEntry
int_setting_entry_t IntSettingEntry
bool_setting_entry_t BoolSettingEntry
pop_alerts PopAlerts
pid_type PidType
proxy_t Proxy
sha1_ctx Sha1Ctx
little_endian_blk0 LittleEndianBlk0
big_endian_blk0 BigEndianBlk0
digest32 Digest32
_256 256
_160 160
sha1_hash Sha1Hash
sha256_hash Sha256Hash
sha256_ctx Sha256Ctx
stat_channel StatChannel
stat Stat
true_tcp_socket TrueTcpSocket
no_enobufs NoEnobufs
tcp_notsent_lowat TcpNotsentLowat
dont_fragment DontFragment
v6_protection_level V6ProtectionLevel
exclusive_address_use ExclusiveAddressUse
traffic_class TrafficClass
type_of_service TypeOfService
job_action_t JobAction
mp_err mp_err
MVMint8 i8
MVMuint8 u8
MVMint32 i32
MVMuint32 u32
is_ssl_visitor IsSslVisitor
idx_visitor IdxVisitor
socks5_stream Socks5Stream
socket_type_t SocketType
set_close_reason_visitor SetCloseReasonVisitor
get_close_reason_visitor GetCloseReasonVisitor
set_ssl_hostname_visitor SetSslHostnameVisitor
ssl::context_handle_type SslContextHandleType
socket_closer SocketCloser
issue_async_shutdown_visitor IssueAsyncShutdownVisitor
socks_error_code SocksErrorCode
socks5_stream Socks5Stream
socks_error_category SocksErrorCategory
compatible_type CompatibleType
span Span
stream_handle_type StreamHandleType
context_handle_type ContextHandleType
server_name_callback_type ServerNameCallbackType
native_context_type NativeContextType
stream Stream
context Context
lifecycle LifeCycle
storage_index_tag_t StorageIndexTag
storage_index_t StorageIndex
storage_mode_t StorageMode
status_t Status
move_flags_t MoveFlags
storage_params StorageParams
ssl_stream SslStream
executor_type ExecutorType
allocation_slot AllocationSlot
stack_allocator StackAllocator
stat_cache StatCache
stat_cache_t StatCache
storage_error StorageError
fileop FileOp
listen_interface_t ListenInterface
test_flags_t TestFlags
test_flags_tag TestFlagsTag
test_flags_t TestFlags
tailqueue_node TailqueueNode
tailqueue_iterator TailqueueIterator
tailqueue Tailqueue
alert_priority AlertPriority
dht_routing_bucket DhtRoutingBucket
torrent_alert TorrentAlert
reference_wrapper ReferenceWrapper
peer_alert PeerAlert
tracker_alert TrackerAlert
torrent_removed_alert TorrentRemovedAlert
read_piece_alert ReadPieceAlert
file_completed_alert FileCompletedAlert
file_renamed_alert FileRenamedAlert
file_rename_failed_alert FileRenameFailedAlert
performance_alert PerformanceAlert
performance_warning_t PerformanceWarning
state_changed_alert StateChangedAlert
tracker_error_alert TrackerErrorAlert
tracker_warning_alert TrackerWarningAlert
scrape_reply_alert ScrapeReplyAlert
scrape_failed_alert ScrapeFailedAlert
tracker_reply_alert TrackerReplyAlert
dht_reply_alert DhtReplyAlert
tracker_announce_alert TrackerAnnounceAlert
hash_failed_alert HashFailedAlert
peer_ban_alert PeerBanAlert
peer_unsnubbed_alert PeerUnsnubbedAlert
peer_snubbed_alert PeerSnubbedAlert
peer_error_alert PeerErrorAlert
peer_connect_alert PeerConnectAlert
direction_t Direction
peer_disconnected_alert PeerDisconnectedAlert
invalid_request_alert InvalidRequestAlert
torrent_finished_alert TorrentFinishedAlert
piece_finished_alert PieceFinishedAlert
request_dropped_alert RequestDroppedAlert
block_timeout_alert BlockTimeoutAlert
block_finished_alert BlockFinishedAlert
block_downloading_alert BlockDownloadingAlert
unwanted_block_alert UnwantedBlockAlert
storage_moved_alert StorageMovedAlert
storage_moved_failed_alert StorageMovedFailedAlert
torrent_deleted_alert TorrentDeletedAlert
torrent_delete_failed_alert TorrentDeleteFailedAlert
save_resume_data_alert SaveResumeDataAlert
save_resume_data_failed_alert SaveResumeDataFailedAlert
torrent_paused_alert TorrentPausedAlert
torrent_resumed_alert TorrentResumedAlert
torrent_checked_alert TorrentCheckedAlert
external_ip_alert ExternalIpAlert
listen_failed_alert ListenFailedAlert
portmap_error_alert PortmapErrorAlert
reason_t Reason
stats_alert StatsAlert
stats_channel StatsChannel
direction_t Direction
dht_module_t DhtModule
direction_t Direction
picker_flags_tag PickerFlagsTag
picker_flags_t PickerFlags
container_wrapper ContainerWrapper
free_deleter FreeDeleter
alloca_destructor AllocaDestructor
error_handler_interface ErrorHandlerInterface
required_size RequiredSize
bind_to_device BindToDevice
buffer_t Buffer
handler_wrapper HandlerWrapper
allocator_type AllocatorType
dev_random DevRandom
directory Directory
hash_args HashArgs
io_args IoArgs
read_handler ReadHandler
write_handler WriteHandler
hash_handler HashHandler
hash2_handler Hash2Handler
move_handler MoveHandler
release_handler ReleaseHandler
check_handler CheckHandler
rename_handler RenameHandler
clear_piece_handler ClearPieceHandler
set_file_prio_handler SetFilePrioHandler
storage_error StorageError
job_action_t JobAction
encode_string_flags_tag EncodeStringFlagsTag
encode_string_flags_t EncodeStringFlags
files_container FilesContainer
file_id FileId
has_block HasBlock
_512 512
sha512_hash Sha512Hash
cng_sha512_algorithm CngSha512Algorithm
invariant_access InvariantAccess
invariant_checker InvariantChecker
invariant_checker_impl InvariantCheckerImpl
tcp_keepalive_idle TcpKeepaliveHandle
tcp_keepalive_interval TcpKeepaliveInterval
native_handle_t NativeHandle
open_mode_tag OpenModeTag
